trajectory_id,task_name,task_category,total_actions,traj_overall_stability,traj_velocity_stability,traj_acceleration_stability,traj_jerk_stability,traj_position_stability,gripper_overall_stability,gripper_smoothness,gripper_frequency,gripper_coordination,gripper_changes,gripper_expected_changes,has_vla_explosion,has_erratic_gripper
20250729_004910_Tabletop-Open-Door-WithCabinet-CC-v1_cogact,Tabletop-Open-Door-WithCabinet-CC-v1_cogact,interaction,410,0.10508437098022835,0.08609093778954036,1.4635400724703882e-05,1.8964444210237774e-09,0.8786179204352509,0.948434044319975,0.9987841426670244,1.0,0.8297346241772176,2,8,True,False
20250729_024631_Tabletop-Put-Cube-IntoMicrowave-PM-v1_cogact,Tabletop-Put-Cube-IntoMicrowave-PM-v1_cogact,manipulation,410,0.1000487697567794,0.0608530497529464,1.0635178561739995e-05,1.4278265416634039e-09,0.8787496868149096,0.6549750486227797,0.965529835912901,0.13793103448275862,0.757946013042639,58,8,True,False
20250729_045703_Tabletop-Slide-Cube-Into-Container-PR-v1_cogact,Tabletop-Slide-Cube-Into-Container-PR-v1_cogact,other,410,0.09239426877465388,0.0469172563076876,7.755783936462679e-06,1.007797416288197e-09,0.8300849037481646,0.6783862518847396,0.9793905543157966,0.23529411764705882,0.7201393162143445,34,8,True,False
20250729_045253_Tabletop-Slide-Cube-Into-Container-PR-v1_cogact,Tabletop-Slide-Cube-Into-Container-PR-v1_cogact,other,410,0.0897584693025623,0.04743390969762927,8.664012049474757e-06,1.1895156042304441e-09,0.8026908768361536,0.701369168007829,0.9828881526590425,0.2962962962962963,0.7310833935177437,27,8,True,False
20250728_211843_Tabletop-Find-Cube-WithPivot-PP-v1_cogact,Tabletop-Find-Cube-WithPivot-PP-v1_cogact,navigation,410,0.1129228922401274,0.11631410296407531,2.0740993041477853e-05,2.7221723784898132e-09,0.8965384826053093,0.7390896629960342,0.9899958997768666,0.4444444444444444,0.6991932325065137,18,8,True,False
20250729_032253_Tabletop-Rotate-Cube-Twice-RC-v1_cogact,Tabletop-Rotate-Cube-Twice-RC-v1_cogact,manipulation,410,0.1173807001490747,0.14713577851952284,2.7996188144008017e-05,3.5819533610258207e-09,0.8794514415594559,1.0,1.0,1.0,1.0,0,8,True,False
20250729_004326_Tabletop-Open-Door-WithCabinet-CC-v1_cogact,Tabletop-Open-Door-WithCabinet-CC-v1_cogact,interaction,410,0.0973283339563085,0.06838905011852917,1.11046285913822e-05,1.3990338096232483e-09,0.8364719198441172,0.7134581531410191,0.986353953022764,0.3333333333333333,0.7297219064397117,24,8,True,False
20250728_215019_Tabletop-Find-Dice-PR-v1_cogact,Tabletop-Find-Dice-PR-v1_cogact,navigation,410,0.20324515239478563,0.5453527262344408,0.00018865353970876056,2.403842860119158e-08,0.9411800147061341,0.8947822009340696,0.9926227970833014,0.8888888888888888,0.7702213847802745,9,8,True,False
20250729_025109_Tabletop-Put-Cube-IntoMicrowave-PM-v1_cogact,Tabletop-Put-Cube-IntoMicrowave-PM-v1_cogact,manipulation,410,0.11352118591965218,0.12783996596058037,2.2510511133690013e-05,2.8325843748918394e-09,0.8794643844116224,0.6681386167401292,0.9764597021947562,0.18181818181818182,0.7433642710559071,44,8,True,False
20250728_225658_Tabletop-Move-Balls-WithDustpan-PB-v1_cogact,Tabletop-Move-Balls-WithDustpan-PB-v1_cogact,manipulation,410,0.13834532129231958,0.24745937408643873,5.062090694868839e-05,6.448882862278876e-09,0.8883825762339407,0.656363388978102,0.965383229122818,0.12307692307692308,0.7776234013529925,65,8,True,False
20250729_025907_Tabletop-Put-Cube-IntoMicrowave-PM-v1_cogact,Tabletop-Put-Cube-IntoMicrowave-PM-v1_cogact,manipulation,410,0.07868461784421649,0.023521604390488924,3.5423151686363415e-06,4.462565457060736e-10,0.7397923409306549,0.628226806974522,0.9560434386423059,0.07692307692307693,0.7424416948022555,104,8,True,False
